,Album,Song,Link,lyrics
28,Purpose (2015),Sorry,https://lyrics.az/justin-bieber/purpose/sorry.html,"Ooh, ooh
Ooh, ooh
You gotta go and get angry at all of my honesty
You know I try but I don't do too well with apologies
I hope I don't run out of time, could someone call a referee?
'Cause I just need one more shot at forgiveness
I know you know that I made those mistakes maybe once or twice
By once or twice I mean maybe a couple a hundred times
So let me, oh let me redeem, oh redeem, oh myself tonight
'Cause I just need one more shot at second chances
Yeah, is it too late now to say sorry?
'Cause I'm missing more than just your body
Oh, is it too late now to say sorry?
Yeah I know that I let you down
Is it too late to say I'm sorry now?
meaning byShelby Dodge this is about a guy that misses his ex and wants her back and he wants to know if it to late to say sorry and get back together. See all Ooh, ooh
I'm sorry, yeah
Ooh, ooh
Sorry, yeah
Ooh, ooh
Sorry
Yeah I know that I let you down
Is it too late to say I'm sorry now?



Ooh, ooh
I'll take every single piece of the blame if you want me to
But you know that there is no innocent one in this game for two
I'll go, I'll go and then you go, you go out and spill the truth
Can we both say the words and forget this?
Yeah, is it too late now to say sorry?
'Cause I'm missing more than just your body
Oh, is it too late now to say sorry?
Yeah I know that I let you down
Is it too late to say I'm sorry now?
I'm not just trying to get you back on me
'Cause I'm missing more than just your body
Is it too late now to say sorry?
Yeah I know that I let you down
Is it too late to say I'm sorry now?
Ooh, ooh
I'm sorry, yeah
Ooh, ooh
Sorry, yeah
Ooh, ooh
Sorry
Yeah I know that I let you down
Is it too late to say I'm sorry now?
Ooh, ooh
I'm sorry, yeah
Ooh, ooh
Sorry, yeah
Ooh, ooh
Sorry
Yeah I know that I let you down
Is it too late to say I'm sorry now?"
29,Purpose (2015),The Feeling,https://lyrics.az/justin-bieber/purpose/the-feeling.html,"[Verse 1: Justin Bieber]
You are to me
A part of me just like anatomy
You're pulling me
You're pulling me in like you're gravity
[Refrain: Justin Bieber]
I'm notorious for thinking you're full of beautiful
Instead of hollow
Sugar on your lips, it's hard to k**
Jagged like a pill, so hard to swallow
[Chorus: Justin Bieber + Halsey]
Am I in love with you? Am I in love with you?
Or am I in love with the feeling?
Trying to find the truth, trying to find the truth
But sometimes the heart is deceiving
Can't get out of my head and I need you to save me
If I am delusional then maybe I'm crazy
In love with you, am I in love with you?
Or am I in love with the feeling?
[Verse 2: Justin Bieber]
You give to me
Everything, anything that I could dream
And at least that's what it seems
Could it be I don't know what's good for me?
[Refrain: Justin Bieber]
I'm notorious for thinking you're full of beautiful
Instead of hollow
Sugar on your lips, it's hard to k**



Jagged like a pill, so hard to swallow
[Chorus: Justin Bieber + Halsey]
Am I in love with you? Am I in love with you?
Or am I in love with the feeling?
Trying to find the truth, trying to find the truth
But sometimes the heart is deceiving
Can't get out of my head and I need you to save me
If I am delusional then maybe I'm crazy
In love with you, am I in love with you?
Or am I in love with the feeling?
[Bridge: Justin Bieber]
I'm sinking faster and faster
Between heaven and disaster
Sorry if I made you feel like
I'm standing on the borderline
[Chorus: Justin Bieber + Halsey]
Am I in love with you? Am I in love with you?
Or am I in love with the feeling?
Trying to find the truth, trying to find the truth
But sometimes the heart is deceiving
Can't get out of my head and I need you to save me
If I am delusional then maybe I'm crazy
In love with you, am I in love with you?
Or am I in love with the feeling?"
30,Purpose (2015),The Most,https://lyrics.az/justin-bieber/purpose/the-most.html,"Where are you now that I need ya?
Where are you now that I need ya?
Need you the most
When you broke down I didn't leave ya
I stay by your side
So where are you now that I need ya?
Need you the most
I gave you attention when nobody else was paying
I gave you the shirt off my back what you saying
To keep you warm
I showed you the game everybody else was playing, that's for sure
And I was on my knees when nobody else was praying, oh lord
Where are you now that I need ya?
Where are you now that I need ya?
Need you the most
When you broke down I didn't leave ya 



I stay by your side
So where are you now that I need ya?
Need you the most
I gave you my heart when you said yours was broken
Yes I did
I gave you the key when the door wasn't open
Just admit it
See I gave you faith
Turned your doubt into hoping, can't deny it
Now I'm all alone and my joys turned to moping
Tell me he, where are you now that I need you?
Where are you now?
Where are you now that I need ya?
Couldn't find you anywhere
Where you broke down I didn't leave ya
I was by your side
So where are you now that I need ya?
I need you the most"
31,Purpose (2015),Trust,https://lyrics.az/justin-bieber/purpose/trust.html,"Oh baby
Yeah yeah
Woah, ooh
Ooh
If I believe in love
And you believe in love
Then we can be in love somehow
If you want the best for us
Like I want the best for us
Then we gotta learn to trust right now
Don't let this effort go to waste
Put our all in it
Don't want to be left with the questions, why
Let's be honest with ourselves
Did we really come this far
Just to watch it go down the drain yeah?
Sometimes the heart can see what's invisible to the eye
All you gotta do is
Listen to your deepest feelings they don't ever lie
Well giving up is immature
There's so much more to live for
They don't wanna see us together now
'Cause we're strong enough to endure, woah
If I believe in love
And you believe in love
Then we can be in love somehow
If you want the best for us
Like I want the best for us
Then we gotta learn to trust right now
Growing pains come along with these changes
Some people get closer some people separate, yeah



Don't think we should separate
And we both adore one another
You're a dream come true
We should start off brand new
That's what we ought to do
Yeah
Sometimes the heart can see what's invisible to the eye
All you gotta do is
Listen to your deepest feelings they don't ever lie
Well giving up is immature
Got so much more to live for
They don't wanna see us together now
'Cause we're strong enough to endure, woah
If I believe in love
And you believe in love
Then we can be in love somehow
If you want the best for us
Like I want the best for us
Then we gotta learn to trust right now
Trust me right now
Yeah, yeah, yeah
Ooh, we gotta learn to trust right now
Yeah, yeah, yeah
Girl you gotta learn to trust me right now
Hey, hey, yeah
If I believe in love and you believe in love
Then we can be in love
If you want the best for us I got the best for us
We gotta learn to trust
We gotta learn to trust
Yeah, woah woah"
32,Purpose (2015),We Are,https://lyrics.az/justin-bieber/purpose/we-are.html,"[Intro: Justin Bieber]
Happy birthday
[Chorus: Justin Bieber]
You ain't gotta question it
You already know the answer
The truth'll make us relevant
Hurts but it's necessary
Don't want us to lose what we are, no
Don't want us to lose what we are
Lose what we are
[Verse 1: Justin Bieber]
If it ain't broke then we don't need to fix it
Believing in that she say'll have you livid
No they won't be happy 'til your love is over
They tryna break us up but you don't wanna get it
They ain't never had your back like I got it
They ain't never had trust like how we got it
So they can't help but to come and hate on it
They see what we got and you know they want it
Don't question it
[Hook: Justin Bieber]
You ain't gotta question it
You already know the answer
The truth'll make us relevant
Hurts but it's necessary
Don't want us to lose what we are, no
Don't want us to lose what we are
Lose what we are
[Verse 2: Justin Bieber]
It's like you're always looking for a problem
But there ain't enough equations for you to solve 'em
So quick to turn nothin' right into somethin'
Take the numbers out my phone, go 'head and call 'em
They ain't ever had my back like you got it
They ain't never had a chance, how you got it
So they can't help but to come and hate on it



They see what we got and you know they want it, don't question it
[Chorus: Justin Bieber]
You ain't gotta question it
You already know the answer
The truth'll make us relevant
Hurts but it's necessary (yeah)
Don't want us to lose what we are
(Don't wanna lose, no)
Don't want us to lose what we are
Lose what we are
[Verse 3: Nas]
She texts me ""How's you love life?""
And ""How are you?"", I said ""I'm good""
They only get as close as you allow them to
We should be closer together
Warm oceans, better weather
Instead of us playing games forever
She says whatever
I says whatever
Who get you wetter than the half moon wearer?
HSTRY sweater
Serendipity when you with me
Swear you love that one thing we did
That one time in that one place
Blew your mind, you got my mind gone when I'm home
I'm serious girl, a much older dude, a whole 42
I've accomplished my goals, it's only you
You and I in that Wraith, retired my pimp super-fly cape
Just my Mets cap and my batch and I'm straight
Esco
[Chorus: Justin Bieber]
You ain't gotta question it, oh
You already know the answer
The truth'll make us relevant
Hurts but it's necessary, yeah
Don't want us to lose what we are
(Don't wanna lose, no)
Don't want us to lose what we are
Lose what we are"
33,Purpose (2015),What Do You Mean?,https://lyrics.az/justin-bieber/purpose/what-do-you-mean.html,"(HOOK)
What do you mean?
When you nod your head yes
But you wanna say no
What do you mean?
When you don't want me to move
But you tell me to go
What do you mean?
Said we're running out of time, what are you mean?
Better make up your mind
What do you mean?
(1ST VERSE)
You're so indecisive of what I'm saying
Trying to catch the beat make up your heart
Don't know if you're happy or complaining
Don't want for us to end where do I start
(PRE HOOK)
First you wanna go left and you want to turn right
Wanna argue all day make love all night
First you up and you're down and then between
Ohh I really want to know,
(HOOK)
What do you mean?
When you nod your head yes
But you wanna say no
What do you mean?
When you don't want me to move
But you tell me to go



What do you mean?
Said we're running out of time, what are you mean?
Better make up your mind
What do you mean?
(2ND VERSE)
You're overprotective when I'm leaving
Trying to compromise but I can't win
You wanna make a point but you keep preaching
You had me from the start won't let this end
(PRE HOOK)
First you wanna go left and you want to turn right
Wanna argue all day make love all night
First you up and you're down and then between
Ohh I really want to know,
(HOOK)
What do you mean?
When you nod your head yes
But you wanna say no
What do you mean?
When you don't want me to move
But you tell me to go
What do you mean?
Said we're running out of time, what are you mean?
Better make up your mind
What do you mean?"
34,Purpose (2015),What Do You Mean? (Remix),https://lyrics.az/justin-bieber/purpose/what-do-you-mean-remix.html,"[Intro]
[Chorus: Justin Bieber]
What do you mean? Oh, oh
When you nod your head yes
But you wanna say no
What do you mean? Hey-ey
When you don't want me to move
But you tell me to go
What do you mean?
Oh, what do you mean?
Said you're running out of time, what do you mean?
Oh, oh, oh, what do you mean?
Better make up your mind
What do you mean?
[Verse 1: Justin Bieber]
You’re so indecisive, what I’m saying
Tryna catch the beat, make up your heart
Don't know if you're happy or complaining
Don't want for us to end, where do I start?
[Pre-Chorus: Justin Bieber]
First you wanna go to the left then you wanna turn right
Wanna argue all day, make love all night
First you're up, then you’re down and then between
Oh, I really want to knowâ€¦
[Chorus: Justin Bieber]
What do you mean? Oh, oh
When you nod your head yes
But you wanna say no
What do you mean? Hey-ey
When you don't want me to move
But you tell me to go
What do you mean?
Oh, what do you mean?
Said you're running out of time, what do you mean?
Oh, oh, oh, what do you mean?
Better make up your mind
What do you mean?
[Verse 2: Ariana Grande]
You’re overprotective when I’m leaving



Trying to compromise but I can’t win
You want to make a point, but you keep preaching
Had me from the start, don't let this end
[Pre-Chorus: Justin Bieber & Ariana Grande]
First you wanna go to the left then you wanna turn right
Wanna argue all day, make love all night
First you're up, then you’re down and then between
Oh, I really want to knowâ€¦
[Chorus: Justin Bieber & Ariana Grande]
What do you mean? Oh, oh
When you nod your head yes
But you wanna say no
What do you mean? Hey-ey
When you don't want me to move
But you tell me to go
What do you mean?
(I wanna know)
Oh, what do you mean?
Said you're running out of time, what do you mean?
(Oh baby)
Oh, oh, oh, what do you mean?
Better make up your mind
What do you mean?
[Outro: Justin Bieber]
Oh, oh
(This is ours baby, yeah)
When you nod your head yes
But you wanna say no
What do you mean? Hey-ey
(You're so confusing baby)
When you don't want me to move
But you tell me to go
What do you mean?
(Be more straight forward)
Oh, what do you mean?
Said you're running out of time, what do you mean?
Oh, oh, oh, what do you mean?
Better make up your mind
What do you mean?"
35,Purpose (2015),Where Are U Now,https://lyrics.az/justin-bieber/purpose/where-are-u-now.html,"I need you the, I need you, I need you the, I need you
I need y-y-y-y-y, I need you the, I need you, I need you the
I need you, I need y-y-y-y-you the m-m-m
I need you the most
I gave you the key when the door wasn't open, just admit it
See, I gave you faith, turned your doubt into hoping, can't deny it
Now I'm all alone and my joys turned to moping
Tell me, where are you now that I need you?
Where are you now?
Where are you now that I need ya?
Couldn't find you anywhere
When you broke down I didn't leave ya
I was by your side
So where are you now that I need ya?
Where are you now that I need ya?
Where are you now that I need ya?



Where are you now that I need ya?
Where are you now that I need ya?
I gave you attention when nobody else was payin'
I gave you the shirt off my back, what you sayin'?
To keep you warm
I showed you the game everybody else was playin', that's for sure
And I was on my knees when nobody else was prayin', oh Lord
Where are you now that I need ya?
Where are you now that I need ya?
Where are you now that I need ya?
I need you, I need you, I need you, I need you
I need you, I need you, I need you, I need you
I need you the most
Where are you now that I need ya?
Where are you now that I need ya?
Where are you now that I need ya?"
36,Believe Acoustic (2013),All Around The World,https://lyrics.az/justin-bieber/believe-acoustic/all-around-the-world.html,"You're beautiful, beautiful, you should know it
(You're beautiful, beautiful, you should know it)
I think it's time, think it's time that you show it
You're beautiful, beautiful
Baby what you doing? Where you at, where you at?
Why you working so shy? Holdin' back, holdin' back
We're not the only ones doing it like that, yeah, like that
So DJ bring that, bring that, bring that, bring that back
'Cause all around the world people want to be loved
Yeah, 'cause all around the world, they're no different than us
All around the world people want to be loved
All around the world, they're no different than us
All around the world
(All around the world)
You're crazy girl, crazy girl, you should know it
(You're crazy girl, crazy girl, gonna show it)
Light it up, light it up, so explosive
You're crazy girl, yeah, yeah
Baby what you doing? Where you at, where you at?
Why you working so shy? Holdin' back, holdin' back
We're not the only ones doing it like that, yeah, like that
So DJ bring that, bring that, bring that, bring that back
All around the world people want to be loved
Yeah, all around the world, they're no different than us



All around the world people want to be loved
All around the world, they're no different than us
All around the world
Yeah
Once again, the dynamic duo's back at it
J-B, Luda!
I love everything about you
You're imperfectly perfect
Everyone is itching from beauty
But you're scratching the surface
Lost found is never found
Can the DJ please reverse it?
In lights we pay for change
Let's make every second work it
Any day can work it if you're working with people saying
You don't deserve it and don't give in
'Cause hate may win some battles but love wins in the end
You shine just like the sun while the moon and the starts reflect your light
Beauty revolves around you
So you like that?
All around the world people want to be loved
All around the world, they're no different than us
All around the world (all around the world, people want to be loved)
All around the world (all around the world, they're no different than us)
All around the world (all around the world, people want to be loved)
All around the world (all around the world, they're no different than us)
All around the world"
37,Believe Acoustic (2013),All Around the World (Acoustic),https://lyrics.az/justin-bieber/believe-acoustic/all-around-the-world-acoustic.html,"[Intro]
Yeah, check it, oh woah
[Verse 1]
You're beautiful, beautiful, you should know it
You're beautiful, beautiful, you should know it
I think it's time, think it's time that you show it
You're beautiful, beautiful
[Pre-Chorus]
Well baby what you doing, where you at, where you at?
Why you acting so shy? Holding back, holding back
We're not the only ones doing it like that, it like that
So DJ bring that, bring that, bring that, bring that back back
[Chorus]
Cause all around the world people want to be loved, oh
Cause all around the world they're no different than us, oh
Cause all around the world world world people want to be loved, yeah
Cause all around the world world world they're no different than us, yeah yeah



[Verse 2]
You're crazy girl, crazy girl, you should know it
You're crazy girl, crazy girl, you should know it
I think it's time, think it's time that you show it
You're crazy girl, crazy girl, yeah
[Pre-Chorus]
[Chorus]
Cause all around the world world world people want to be loved
Cause all around the world world world they're no different than us, yeah
Cause all around the world world world people want to be loved, yeah
Cause all around the world world world they're no different than us, yeah yeah
Cause all around the world world world people want to be loved
Cause all around the world world world they're no different than us, yeah
[Outro]
Cause all around the world"
38,Believe Acoustic (2013),As Long As You Love Me (Acoustic),https://lyrics.az/justin-bieber/believe-acoustic/as-long-as-you-love-me-acoustic.html,"[Intro]
As long as you love me, yeah, oh, yeah
[Verse 1]
We're under pressure
Seven billion people in the world tryna fit in
Keep it together
Smile on your face even though your heart is frowning
[Pre-Chorus]
But hey now, you know, girl
We both know it's a cruel world
But I will take my chances
[Chorus]
As long as you love me
We could be starving, we could be homeless, we could be broke
As long as you love me
I'll be your platinum, I'll be your silver and I'll be your gold
As long as you love me
As long as you love me, love me
[Verse 2]
I'll be your soldier
Fighting every second of the day for your dreams, girl
I'll be your Hova
You could be my Destiny's Child on the scene, girl
[Pre-Chorus]
Don't stress and don't cry
We don't need no wings to fly
But just take my hand
[Chorus]
[Verse 3]
I don't know if this makes sense but, you're my hallelujah
Give me a time and place, I'll rendezvous it



I'll fly you to it, I'll beat you there, girl, you know I got you
Us, trust, a couple things I can't spell without U
Now we are on top of the world, that's just how we do
Used to tell me sky's the limit, now the sky's our point of view
Now we stepping out like oh God, cameras point and shoot
Ask me ""What's my best side?"" I stand back and point at you, you, you
The one that I argue with, feel like I need a new girl to be bothered with
But the gra** ain't always greener on the other side, it's green where you water it
So I know, we got issues baby, true, true, true, but I'd rather work on this with you
Than to go ahead and start with someone new
[Chorus]
[Outro]
As long as you love me, everything I need
As long as you love me, you love me, you love me, yeah
As long as you love me, you love, you love me, yeah
As long as you love me yeah, yeah"
39,Believe Acoustic (2013),Be Alright,https://lyrics.az/justin-bieber/believe-acoustic/be-alright.html,"Damn, let me see
Oh across the ocean, across the sea
Starting to forget the way you look at me now
Over the mountains, across the sky,
Need to see your face, I need to look in your eyes
Through the storm and through the clouds
Bumps on the road and upside down
I know it's hard, babe, to sleep at night
Don't you worry 'cause everything's gonna be alright,
Be alright
Through the sorrow, and the fights
Don't you worry
'Cause everything's gonna be alright
Be alright
Through the sorrow, and the fights
Don't you worry
'Cause everything's gonna be alright
Be alright
All alone, in my room
Waiting for your phone call to come soon



And for you, oh, I would walk a thousand miles,
To be in your arms, holding my heart
Ooh I, oh I, oh I, love you
And everything's gonna be alright
Be alright
You know that I care for you
I'll always be there for you
I promise I will stay right here, yeah
I know that you want me to,
Baby we can make it through anything
And everything's gonna be alright
Be alright
Through the sorrow, and the fights
Don't you worry
'Cause everything's gonna be alright,
Be alright
Through the sorrow, and the fights
Don't you worry
'Cause everything's gonna be alright,"
40,Believe Acoustic (2013),Be Alright (Acoustic),https://lyrics.az/justin-bieber/believe-acoustic/be-alright-acoustic.html,"[Intro]
Damn, I miss you
[Verse 1]
Across the ocean, across the sea
Starting to forget the way you look at me now
Over the mountains, across the sky
Need to see your face, I need to look in your eyes
[Chorus]
Through the storm and through the clouds, bumps on the road and upside down
I know it's hard babe, to sleep at night, don't you worry
Cause everything's going to be alright
Be alright
Through the long nights and the bright lights
Don't you worry
Cause everything's going to be alright
Be alright
Through the long nights and the bright lights
Don't you worry
Cause everything's going to be alright
Be alright



[Verse 2]
All alone, in my room
Waiting for your phone call to come soon
And for you, oh, I would walk a thousand miles
To be in your arms, holding my heart
Oh I, oh I, oh I love you
[Chorus]
And everything's going to be alright
Be alright, yeah yeah
[Bridge]
You know that I care for you, I'll always be there for you
I promise I'll just stay right here, yeah
I know that you want me too
Baby we can make it through anything
[Chorus]
And everything's going to be alright
Be alright
[Outro]
Through the long nights and the bright lights, don't you worry
Cause everything's going to be alright"
41,Believe Acoustic (2013),Beauty and a Beat (Acoustic),https://lyrics.az/justin-bieber/believe-acoustic/beauty-and-a-beat-acoustic.html,"[Verse 1]
Show you off, yeah, tonight I want to show you off
Oh, oh
What you got, yeah, a billion could've never bought
Oh, oh
[Pre-Chorus]
We gonna party like it's 3012 tonight
I wanna show you all the finer things in life
So just forget about the world, we young tonight
I'm coming for you, I'm coming for you
[Chorus]
Cause all I need is a beauty and a beat
Who can make my life complete, whoa, oh
It's all 'bout you when the music makes you move
Baby, do it like you do, whoa, oh, oh



[Verse 2]
Body rock, yeah, I wanna feel your body rock
Oh, oh
Take a bow, yeah, girl I'm the hottest ticket now
Oh, oh
[Pre-Chorus]
We gonna party like it's 3012 tonight
I wanna show you all the finer things in life
So just forget about the world, we young tonight
I'm coming for you, I'm coming for you
[Chorus]
Cause all I need is a beauty and a beat
Who can make my life complete, whoa, oh
It's all 'bout you when the music makes you move
Baby, do it like you do, whoa, oh, oh"
42,Believe Acoustic (2013),Boyfriend - Acoustic Version,https://lyrics.az/justin-bieber/believe-acoustic/boyfriend-acoustic-version.html,"[Verse 1]
If I was your boyfriend, I'd never let you go
I can take you places you ain't never been before
Baby, take a chance or you'll never ever know
I got money in my hands that I'd really like to blow on you
Chillin' by the fire while we eatin' fondue
I don't know about me but I know about you
So say hello to falsetto in three, two, swag
[Pre-Chorus]
I'd like to be everything you want
Hey girl, let me talk to you
[Chorus]
If I was your boyfriend, never let you go
Keep you on my arm girl, you'd never be alone
I can be a gentleman, anything you want
If I was your boyfriend, I'd never let you go
[Verse 2]
Tell me what you like yeah tell me what you don't
I could be your Buzz Lightyear, fly across the globe
I don't ever wanna fight yeah, you already know
Imma make you shine bright like you're laying in the snow
Girlfriend, girlfriend, you could be my girlfriend
You could be my girlfriend until the w-w-world ends



Make you dance do a spin and a twirl and
Voice goin crazy on this hook like a whirlwind swaggie
[Pre-Chorus]
I'd like to be everything you want
Hey girl, let me talk to you
[Chorus]
If I was your boyfriend, never let you go
Keep you on my arm girl, you'd never be alone
I can be a gentleman, anything you want
If I was your boyfriend, I'd never let you go
[Bridge]
So give me a chance, ‘cause you're all I need girl
Spend a week with your boy I'll be calling you my girlfriend
If I was your (If I was your man), I'd never leave you girl
I just want...
[Chorus]
If I was your boyfriend, I'd never let you go
Keep you on my arm girl, you'd never be alone
I can be a gentleman, anything you want
If I was your boyfriend (boyfriend), I'd never let you go
[Outro]
Na na na, na na na, na na na
Yeah girl
Na na na, na na na, na na na, na na na ey
If I was your boyfriend never let you go"
43,Believe Acoustic (2013),Boyfriend (Acoustic),https://lyrics.az/justin-bieber/believe-acoustic/boyfriend-acoustic.html,"[Verse 1]
If I was your boyfriend, I'd never let you go
I can take you places you ain't never been before
Baby take a chance or you'll never ever know
I got money in my hands that I'd really like to blow
Swag swag swag, on you
Chillin by the fire while we eating fondue
I dunno about me but I know about you
So say hello to falsetto in three two
[Pre Hook]
I'd like to be everything you want
Hey girl, let me talk to you
[Hook]
If I was your boyfriend, I'd never let you go
Keep you on my arm girl, you'd never be alone
I can be a gentleman, anything you want
If I was your boyfriend, I'd never let you go, I'd never let you go
[Verse 2]
Tell me what you like yeah tell me what you don't
I could be your Buzz Lightyear, fly across the globe
I don't never wanna fight yeah, you already know
I am ‘ma a make you shine bright like you're laying in the snow
Burr
Girlfriend, girlfriend, you could be my girlfriend



You could be my girlfriend until the —- world ends
Make you dance do a spin and a twirl and
Voice goin crazy on this hook like a whirl wind
Swaggie
[Pre Hook]
I'd like to be everything you want
Hey girl, let me talk to you
[Hook]
If I was your boyfriend, I'd never let you go
Keep you on my arm girl, you'd never be alone
I can be a gentleman, anything you want
If I was your boyfriend, I'd never let you go, I'd never let you go
[Bridge]
So give me a chance, ‘cause you're all I need girl
Spend a week wit your boy I'll be calling you my girlfriend
If I was your man, I'd never leave you girl
I just want to love you, and treat you right
[Hook]
If I was your boyfriend, I'd never let you go
Keep you on my arm girl, you'd never be alone
I can be a gentleman, anything you want
If I was your boyfriend, I'd never let you go, I'd never let you go"
44,Believe Acoustic (2013),Fall (Acoustic),https://lyrics.az/justin-bieber/believe-acoustic/fall-acoustic.html,"[Verse 1]
Well let me tell you a story about a girl and a boy
He fell in love with his best friend, when she's around, he feels nothing but joy
But she was already broken and it made her blind
But she could never believe that love would ever treat her right
[Pre-Chorus]
But did you know that I loved you? Or were you not aware?
Well you're the smile on my face and I ain't going nowhere
I'm here to make you happy, I'm here to see you smile
But I've been wanting to tell you this for a long while
[Chorus]
Who's gonna make you fall in love?
I know you got your wall wrapped all the way around your heart
Don't have to be scared at all, oh my love
But you can't fly unless you let you, you can't fly unless you let yourself fall
[Verse 2]
Well I can tell you're afraid of what this might do
Cause we got such an amazing friendship and that you don't wanna lose
Well I don't want to lose it either
But I don't think I can stay sitting around while you're hurting babe, so take my hand



[Pre-Chorus]
Well did you know you're an angel who forgot how to fly?
Well did you know that it breaks my heart every time to see you cry
Cause I know that a piece of you's gone every time he done wrong, I'm the shoulder you're crying on
And I hope by the time that I'm done with this song I'll have figured out
[Chorus]
Who's gonna make you fall in love?
I know you got your wall wrapped all the way around your heart
Don't have to be scared at all, oh my love
But you can't fly unless you let you, you can't fly unless you let yourself fall
[Bridge]
I will catch you if you fall
I will catch you if you fall, I will catch you if you fall
And if you spread your wings, you can fly away with me
But you can't fly unless you let you, you can't fly unless you let yourself
[Chorus]
Fall in love
I know you got your wall wrapped all the way around your heart
Don't have to be scared at all, oh my love
But you can't fly unless you let you, let yourself fall, oh baby"
45,Believe Acoustic (2013),Fall (Live Acoustic),https://lyrics.az/justin-bieber/believe-acoustic/fall-live-acoustic.html,"[Verse 1]
Well let me tell you a story about a girl and a boy
He fell in love with his best friend, when she's around, he feels nothing but joy
But she was already broken and it made her blind
But she could never believe that love would ever treat her right
[Pre-Chorus]
But did you know that I loved you? Or were you not aware?
Well you're the smile on my face and I ain't going nowhere
I'm here to make you happy, I'm here to see you smile
But I've been wanting to tell you this for a long while
[Chorus]
Who's gonna make you fall in love?
I know you got your wall wrapped all the way around your heart
Don't have to be scared at all, oh my love
But you can't fly unless you let you, you can't fly unless you let yourself fall
[Verse 2]
Well I can tell you're afraid of what this might do
Cause we got such an amazing friendship and that you don't wanna lose
Well I don't want to lose it either



But I don't think I can stay sitting around while you're hurting babe, so take my hand
[Pre-Chorus]
Well did you know you're an angel who forgot how to fly?
Well did you know that it breaks my heart every time to see you cry
Cause I know that a piece of you's gone every time he done wrong, I'm the shoulder you're crying on
And I hope by the time that I'm done with this song I'll have figured out
[Chorus]
[Bridge]
I will catch you if you fall
I will catch you if you fall, I will catch you if you fall
And if you spread your wings, you can fly away with me
But you can't fly unless you let you, you can't fly unless you let yourself
[Chorus]
Fall in love
I know you got your wall wrapped all the way around your heart
Don't have to be scared at all, oh my love
But you can't fly unless you let you, let yourself fall, oh baby"
46,Believe Acoustic (2013),Fall (Live),https://lyrics.az/justin-bieber/believe-acoustic/fall-live.html,"Well let me tell you a story
About a girl and a boy
He fell in love with his best friend
When she's around, he feels nothing but joy
But she was already broken, and it made her blind
But she could never believe that love would ever treat her right
But did you know that I loved you or were you not aware?
You're the smile on my face
And I ain't going nowhere
I'm here to make you happy, I'm here to see you smile
I've been wanting to tell you this for a long while
What's gonna make you fall in love
I know you got your wall wrapped all the way around your heart
Don't have to be scared at all, oh my love
But you can't fly unless you let yourself,
You can't fly unless you let yourself fall
Well I can tell you're afraid of what this might do
'Cause we got such an amazing friendship and that you don't wanna lose
Well I don't wanna lose it either
I don't think I can stand sitting around while you're hurting babe
So take my hand
Well did you know you're an angel who forgot how to fly?
Did you know that it breaks my heart every time to see you cry
'Cause I know that a piece of you's gone,
Every time he done wrong I'm the shoulder you're crying on
And I hope by the time that I'm done with this song that I figure out



What's gonna make you fall in love
I know you got your wall wrapped all the way around your heart
You don't have to be scared at all, oh my love
But you can't fly unless you let yourself,
You can't fly unless you let yourself fall
I will catch you if you fall
I will catch you if you fall
I will catch you if you fall
But if you spread your wings
You can fly away with me
But you can't fly unless you let your
You can't fly unless you let yourself fall
What's gonna make you fall in love
I know you got your wall wrapped all the way around your heart
You're not gon' be scared at all, oh my love
But you can't fly unless you let yourself
You can't fly unless you let yourself fall,
In love
I know you got your wall wrapped all the way around your heart
Don't have to be scared at all, oh my love
But you can't fly unless you let yourself,
You can't fly unless you let yourself fall
I will catch you if you fall
I will catch you if you fall
I will catch you if you fall
If you spread your wings
You can fly away with me
But you can't fly unless, unless you let yourself fall"
47,Believe Acoustic (2013),I Would,https://lyrics.az/justin-bieber/believe-acoustic/i-would.html,"If I could take away the pain and put a smile on your face
Baby I would, baby I would
If I could make a better way, so you could see a better day
Baby I would, baby I would, I would
Paint a doorway to the sky and hand you the keys yeah
Let you know that you're always welcomed so that you never leave ohh
Buy you all those fancy things that you only see on TV, yeah
Run away, to our hideaway, we be living the American dream
And I, know it's never gonna be that easy
But I know that it won't hurt us to try oh
If I could take away the pain and put a smile on your face
Baby I would, baby I would
If I could make a better way, so you could see a better day
Baby I would, baby I would, I would
Woh-ooh ho-oh, woh-ooh ho-oh, woh-ooh ho-oh
Baby I would
To the love forever wide, so that it never runs dry yeah
Anytime you ask me why I'm smiling, say that I'm satisfied
You got your flaws and so do I, past lovers that made you cry



And though I wanna make it right
I just can't read your mind oh
And I, know it's never gonna be that easy
But I know that it won't hurt us to try oh
If I could take away the pain and put a smile on your face
Baby I would, baby I would
If I could make a better way, so you could see a better day
Baby I would, baby I would, I would
Woh-ooh ho-oh, woh-ooh ho-oh, woh-ooh ho-oh
Baby I would
Yeah it's not about what I want
It's all about what you need
I know that he hurt you, but that wasn't me
And I know, and I know sometimes it's hard to see
That all we need to be
If I could take away the pain and put a smile on your face
Baby I would, baby I would
If I could make a better way, so you could see a better day oh
Baby I would, baby I would, I would
Woh-ooh ho-oh, woh-ooh ho-oh, woh-ooh ho-oh
Baby I would"
