,Album,Song,Link,lyrics
128,My World 2.0 (2010),That Should Be Me,https://lyrics.az/justin-bieber/my-world-2-0/that-should-be-me.html,"Everybody's laughing in my mind
Rumors spreading 'bout this other guy
Do you do what you did when you
Did with me?
Does he love you the way I can?
Did you forget all the plans
That you made with me?
'cause baby I didn't
That should be me
Holdin' your hand
That should be me
Makin' you laugh
That should be me
This is so sad
That should be me
That should be me
That should be me
Feelin' your kiss
That should be me
Buyin' you gifts
This is so wrong,
I can't go on,
Till you believe that
That should be me
That should be me
You said you needed a little time
For my mistakes
It's funny how you use that time
To have me replaced
But did you think that I wouldn't see you out at the movies
What you doin' to me
You're takin' him where we used to go
Now if you're tryin' to break my heart
It's working 'cause you know that
[Chorus:]
That should be me
Holdin' your hand
That should be me
Makin' you laugh
That should be me
This is so sad
That should be me
That should be me



That should be me
Feelin' your kiss
That should be me
Buyin' you gifts
This is so wrong,
I can't go on,
Till you believe that
That should be me
I need to know, should I fight for love or disarm
It's getting harder to shield
This pain in my heart
[Chorus:]
That should be me
Holdin' your hand
That should be me
Makin' you laugh
That should be me
This is so sad
That should be me
That should be me
That should be me
Feelin' your kiss
That should be me
Buyin' you gifts
This is so wrong,
I can't go on,
Till you believe that
That should be me
Holding your hand
That should be me
The one making you laugh, oh baby
That should be me
That should be me giving you flowers
That should be me
Talking for hours
That should be me,
That should be me
That should be me
Never should've let you go
I never should've let you go
That should be me
Never should've let you go
That should be me
Never should've let you go
I never should've let you go
That should be me"
129,My World 2.0 (2010),U Smile,https://lyrics.az/justin-bieber/my-world-2-0/u-smile.html,"Oh
Yeah
Mmmm
I'd wait on you forever and a day
Hand and foot
Your world is my world
Yeah
Ain't no way you're ever gon' get
Any less than you should
Cause baby
You smile I smile (oh)
Cause whenever
You smile, I smile
Hey hey hey
Your lips, my biggest weakness
Shouldn't have let you know
I'm always gonna do what they say (hey)
If you need me
I'll come runnin'
From a thousand miles away
When you smile I smile (oh whoa)
You smile, I smile
Hey
Baby take my open heart and all it offers
Cause this is as unconditional as it'll ever get
You ain't seen nothing yet
I won't ever hesitate to give you more



Cause baby (hey)
You smile, I smile (whoa)
You smile, I smile
Hey hey hey
You smile, I smile
I smile, I smile, I smile
You smile, I smile
Make me smile baby
Baby you won't ever want for nothing
You are my ends and my means now
With you there's no in between
I'm all in
Cause my cards are on the table
And I'm willing and I'm able
But I fold to your wish
Cause it's my command
Hey hey hey
You smile, I smile (whoa)
You smile, I smile
Hey hey hey
You smile, I smile
I smile, I smile, I smile
You smile, I smile
Oh
You smile, I smile
You smile, I smile"
130,My World 2.0 (2010),Up,https://lyrics.az/justin-bieber/my-world-2-0/up.html,"It's a big big world
It's easy to get lost in it
You've always been my girl (ah)
And I'm not ready to call it quits
We can make the sun shine in the moonlight
We can make the gray clouds turn to blue skies
I know it's hard baby believe, me
That we can go nowhere but up
From here my dear
Baby we can go nowhere but up
Tell me what we got to fear
We'll take you to the sky past the moon
Through the galaxy
As long as you're with me baby
Honestly (honestly)
With the strength of our love
We can go nowhere but up
It's a big, big world
And girl, I'm gonna show you all of it
I'm gonna lace you with pearls, oh
From every ocean that we're swimming in
We can make the sun shine in the moonlight
We can make those gray clouds turn to blue skies
Yeah I know it's hard baby believe me (oh)
That we can go nowhere but up
From here my dear
Baby we can go nowhere but up, oh



Tell me what we got to fear
We'll take you to the sky past the moon
To the galaxies
As long as you're with me baby
Honestly (honestly)
With the strength of our love
We can go nowhere but up
(Nowhere but oh up, whoa whoa)
(Nowhere but oh up, whoa whoa)
Baby we were underground
We're on the surface now
We're gonna make it girl I promise
If you believe in love
And you believe in us
We can go nowhere but up
We can go nowhere but up (yeah yeah)
From here my dear (yeah whoa)
Baby we can go nowhere but up
Just tell me what we got to fear
We'll take you to the sky past the moon
To the galaxy
As long as you're with me baby
Honestly (honestly)
With the strength of our love
We can go nowhere but up
(We can go oh oh, whoa whoa)
Nowhere but up
(We can go oh oh, whoa whoa)
Whoa
(Nowhere but oh up, whoa whoa)
Yeah
(Nowhere but oh up, whoa whoa)
Yeah yeah"
131,My World 2.0 (2010),Where Are You Now,https://lyrics.az/justin-bieber/my-world-2-0/where-are-you-now.html,"Where are you now
When I need you the most
Why don't you take my hand
I wanna be close
Help me when I am down
Lift me up off the ground
Teach me right from wrong
Help me to stay strong
So take my hand and walk with me
Show me what to be
I need you to set me free
Yeah
Where are you now
Where are you now
Now that I'm half grown
Why are we far apart
I feel so alone
Where are you now
When nothings going right
Where are you now



I can't see the light
So take my hand and walk with me
Show me what to be
I need you to set me free , Yeah
I need you
To need me
Can't you see me
How could you leave me
My heart is
Half empty
I'm not whole
When your not with me
I want you here with me
To get me, hold me and love me now
Where are you now
Oh, where are you now
So take my hand and walk with me,
Show me what to be
I need you to set me free
Yeah
Oh, oh
Yeah"
132,My Worlds Acoustic (2010),Baby,https://lyrics.az/justin-bieber/my-worlds-acoustic/baby.html,"Oh Whoa
Oh Whoa
Oh Whoa
You know you love me, I know you care
Just shout whenever, and I'll be there
You are my love, you are my heart
And we will never, ever , ever be apart
Are we an item? Girl, quit playing
""Were just friends,"" what are you saying
Said ""there's another,"" and looked right in my eyes
My first love broke my heart for the first time
And I was like baby, baby, baby, oh
Like baby, baby, baby, oh
Like baby, baby, baby, oh
I thought you'd always be mine, mine
Baby, baby, baby, oh
Like baby, baby, baby, no
Like baby, baby, baby, oh
I thought you'd always be mine, mine
For you, I would have done whatever
And I just can't believe we aren't together
And I want to play it cool, but I'm losing you
I'll buy you anything, I'll buy you diamond ring
And I'm in pieces, baby fix me
And just shake me till you wake me from this bad dream
I'm going down, down, down, down
And I just can't believe my first love won't be around
And I'm like baby, baby, baby, oh
Like baby, baby, baby, no
Like baby, baby, baby, oh
I thought you'd always be mine, mine



Baby, baby, baby, oh
Like baby, baby, baby, no
Like baby, baby, baby, oh
I thought you'd always be mine, mine
When I was 13, I had my first love
There was nobody that compared to my baby
And nobody came between us who could ever come above
She had me going crazy, oh I was starstruck
She woke me up daily, don't need no Starbucks
She made my heart pound
I skip a beat when I see her in the street
And at school on the playground
But I really want to see her on the weekend
She knows she got me dazing 'cause she was so amazing
And now my heart is breaking but I just keep on saying
Baby, baby, baby, oh
Like baby, baby, baby, no
Like baby, baby, baby, oh
I thought you'd always be mine, mine
Baby, baby, baby, oh
Like baby, baby, baby, no
Like baby, baby, baby, oh
I thought you'd always be mine, mine
I'm all gone
(Yeah, yeah, yeah)
(Yeah, yeah, yeah)
Now I'm all gone
(Yeah, yeah, yeah)
(Yeah, yeah, yeah)
Now I'm all gone
(Yeah, yeah, yeah)
(Yeah, yeah, yeah)
Now I'm all gone, gone, gone, gone
I'm gone"
133,My Worlds Acoustic (2010),Baby (Acoustic),https://lyrics.az/justin-bieber/my-worlds-acoustic/baby-acoustic.html,"[Verse 1]
You know you love me, I know you care
Just shout whenever and I'll be there
You want my love, you want my heart
And we will never ever ever be apart
Are we an item? Girl, quit playing
We're just friends, what are you saying
Say there's another and look right in my eyes
My first love broke my heart for the first time and I was like
[Chorus x2]
Baby, baby, baby oh
I'm like baby, baby, baby no
I'm like baby, baby, baby oh
I thought you'd always be mine, mine
[Verse 2]
Oh for you, I would have done whatever
And I just can't believe we ain't together
And I gotta play it cool, cause I'm losing you
I'll buy you anything, I'll buy you any ring
Cause I'm in pieces, baby fix me
And just shake me 'til you wake me from this bad dream
I'm going down, down, down, down
And I just can't believe my first love won't be around and I'm like



[Chorus x2]
[Verse 3]
Yeah, yeah, yeah, yeah, I'm 16, and I thought that you'd be mine
I used to tweet you and text you and call you and hit you on Facebook all the time
But but but now you're gone, so far long that I can't even find you
You know that feeling when you leave your love and it's right behind you
Can't believe that you did me wrong, we were on iChat all night long
Listening to our favourite song, she was wrong, I am gone
I thought I loved her, never but no one above her
Yes she was my lover, but now until another like
[Chorus x2]
Baby, baby, baby oh
I'm like baby, baby, baby no
I'm like baby, baby, baby oh
I thought you'd always be mine, mine
[Outro]
Yeah yeah yeah, yeah yeah yeah
Yeah yeah yeah, yeah yeah yeah
Now I'm all gone, gone, gone
I'm gone"
134,My Worlds Acoustic (2010),Down To Earth,https://lyrics.az/justin-bieber/my-worlds-acoustic/down-to-earth.html,"Oh, oh, oh
I never thought that it'd be easy
'Cause we both so distant now
And the walls are closing in on us
And we're wondering how
No one has a solid answer
We're just walking in the dark
And you can see the look on my face
It just tears me apart
So we fight (so we fight) through the hurt (through the hurt)
And we'll cry, and cry, and cry, and cry
And we live (and we live) and we learn (and we learn)
And we try, and try, and try, and try
So it's up to you and it's up to me
That we meet in the middle
On our way back down to earth
Down to earth, down to earth
On our way back down to earth
(Back down to earth, back down to earth)
(Back down to earth, back down to earth)
(Back down to earth, back down to earth)
(Back down to earth, back down to earth)
Mommy you were always somewhere
And Daddy I live outta town
So tell me how could I ever be normal somehow
You tell me this is for the best
So tell me why am I in tears, whoa
So far away and now I just need you here
So we fight (so we fight) through the hurt (through the hurt)



And we'll cry, and cry, and cry, and cry
And we live (and we live) and we learn (and we learn)
And we try, and try, and try, and try
So it's up to you and it's up to me
That we meet in the middle
On our way back down to earth
Down to earth, down to earth
On our way back down to earth
(Back down to earth, back down to earth)
(Back down to earth, back down to earth)
(Back down to earth, back down to earth)
(Back down to earth, back down to earth)
We fell so far away from where we used to be
Now we're standing, and where do we go
When there's no road, to get to your heart
Let's start over again
So it's up to you and it's up to me
That we meet in the middle
On our way back down to earth
Down to earth, down to earth
On our way back down to earth
(Back down to earth, back down to earth)
(Back down to earth, back down to earth)
(Back down to earth, back down to earth)
(Back down to earth, back down to earth)
I never thought that it'd be easy
'Cause we both so distant now
And the walls are closing in on us
And we're wondering how."
135,My Worlds Acoustic (2010),Down to Earth (Acoustic),https://lyrics.az/justin-bieber/my-worlds-acoustic/down-to-earth-acoustic.html,"[Verse 1]
I never thought that it'd be easy cause we both so distant now
And the walls are closing in on us and we're wondering how
No one has a solid answer, but just walking in the dark
And you can see the look on my face, it just tears me apart
[Pre-Chorus]
So we fight through the hurt
And we cry and cry and cry and cry
Then we live and we learn
And we try and try and try and try
[Chorus]
So it's up to you and it's up to me
That we meet in the middle on our way back down to Earth
Down to Earth, down to Earth
On our way back down to Earth
Ooh, woah, ooh
[Verse 2]
And mama you were always somewhere, and daddy I live out of town
So tell how could I ever be normal somehow?
You tell me this is for the best, so tell me why am I in tears?



Woah, so far away, and now I just need you here
[Pre-Chorus]
So we'll fight through the hurt
And we'll cry and cry and cry and cry
Then we live and we learn
And we try and try and try and try
[Chorus]
[Bridge]
We fell so far away from where we used to be
And now we're standing and where do we go?
When there's no road to get to your heart
Let's start over again
[Chorus]
So it's up to you and it's up to me
That we meet in the middle on our way back down to Earth
Down to Earth, down to Earth
On our way back down to Earth
[Outro]
I never thought that it'd be easy
Cause we both so distant now
And the walls are closing in on us
And we're wondering how"
136,My Worlds Acoustic (2010),Favorite Girl (Acoustic Version),https://lyrics.az/justin-bieber/my-worlds-acoustic/favorite-girl-acoustic-version.html,"[Intro]
Love you too
Alright, can you turn on my guitar in my ears please? Thank you
You guys ready? Are you sure?
Alright, let's go
[Verse 1]
I always knew you were the best, the coolest girl I know
So prettier than all the rest, the star of my show
So many times I wished, you'd be the one for me
But never knew it'd get like this, girl what you do to me?
[Pre-Chorus]
You're who I'm thinking of
And girl you ain't my runner up
And no matter what
You're always number one
[Chorus]
My prize possession, one and only
Adore you, girl I want you
The one I can't live without
That's you, that's you
You're my special little lady
The one that makes me crazy
Of all the girls I've ever known
It's you, it's you
My favourite, my favourite
My favourite, my favourite girl
My favourite girl
[Verse 2]
You're always going out your way to impress these Mr. Wrongs
But you can be yourself with me, I'll take you as you are



I know they said believe in love, it's a dream that can't be real
So girl let's write a fairytale and show 'em how we feel
[Pre-Chorus]
[Chorus]
My prize possession, one and only
Adore you, girl I want you
The one I can't live without
That's you, that's you
You're my special little lady
The one that makes me crazy
Of all the girls I've ever known
It's you, it's you
Woah, I want you
It's you, it's you, oh
[Interlude]
You know Dan right? Guitar solo Dan, let's go
Give it up for Dan, @DanKanter
My favourite, my favourite
My favourite, my favourite girl
My favourite girl
[Bridge]
You take my breath away with everything you say
I just want to be with you, my baby my baby, oh
Promise to play no games, treat you no other way
Than you deserve cause you're the girl of my dreams, yeah
[Chorus]
My favourite, my favourite
My favourite, my favourite girl
My favourite girl
It's you
[Outro]
Thank you"
137,My Worlds Acoustic (2010),Favorite Girl (Acoustic),https://lyrics.az/justin-bieber/my-worlds-acoustic/favorite-girl-acoustic.html,"[Intro]
Love you too
Alright, can you turn on my guitar in my ears please? Thank you
You guys ready? Are you sure?
Alright, let's go
[Verse 1]
I always knew you were the best, the coolest girl I know
So prettier than all the rest, the star of my show
So many times I wished, you'd be the one for me
But never knew it'd get like this, girl what you do to me?
[Pre-Chorus]
You're who I'm thinking of
And girl you ain't my runner up
And no matter what
You're always number one
[Chorus]
My prize possession, one and only
Adore you, girl I want you
The one I can't live without
That's you, that's you
You're my special little lady
The one that makes me crazy
Of all the girls I've ever known
It's you, it's you
My favourite, my favourite
My favourite, my favourite girl
My favourite girl
[Verse 2]
You're always going out your way to impress these Mr. Wrongs
But you can be yourself with me, I'll take you as you are
I know they said believe in love, it's a dream that can't be real



So girl let's write a fairytale and show 'em how we feel
[Pre-Chorus]
You're who I'm thinking of
And girl you ain't my runner up
And no matter what
You're always number one
[Chorus]
My prize possession, one and only
Adore you, girl I want you
The one I can't live without
That's you, that's you
You're my special little lady
The one that makes me crazy
Of all the girls I've ever known
It's you, it's you
Woah, I want you
It's you, it's you, oh
[Interlude]
You know Dan right? Guitar solo Dan, let's go
Give it up for Dan, @DanKanter
My favourite, my favourite
My favourite, my favourite girl
My favourite girl
[Bridge]
You take my breath away with everything you say
I just want to be with you, my baby my baby, oh
Promise to play no games, treat you no other way
Than you deserve cause you're the girl of my dreams, yeah
[Chorus]
My favourite, my favourite
My favourite, my favourite girl
My favourite girl
It's you
[Outro]
Thank you"
138,My Worlds Acoustic (2010),Favorite Girl (Live),https://lyrics.az/justin-bieber/my-worlds-acoustic/favorite-girl-live.html,"Oh uh uh oh
Oh uh uh oh
Oh uh uh oh
Oh uh uh oh
I always knew you were the best
The coolest girl I know
Prettier than all the rest
The star of the show
So many times I wish you'd be the one for me
I never knew you'd be like this, girl
What did ya do to me
You're who I'm thinking of
Girl, you ain't my runner up
And no matter what you're always number one
[Chorus:]
My prized possession, one and only
I adore ya, girl I want ya
The one I can't live without
That's you, that's you
You're my special little lady
The one that makes me crazy
Of all the girls I've ever known
It's you, it's you
My favourite, my favourite, my favourite
My favourite girl. my favourite girl
You're always going out your way
To impress these Mr. Wrongs
But if I ever know you'd get like this
I'll take you as you are
They always say believe in love
It's a dream that can't be real
So girl let's write a fairy tale
And show 'em how it feels
You're who I'm thinking of
Girl, you ain't my runner up



And no matter what you're always number one
[Chorus:]
My prized possession, one and only
I adore ya, girl I want ya
Of all the girls I've ever known
It's you, it's you
You're my special little lady
The one that makes me crazy
Of all the girls I've ever known
It's you, it's you
My favourite, my favourite, my favourite
My favourite girl. my favourite girl
You take my breath away
With everything you say
I just wanna be with you
My baby, my baby, ohhhh
My Miss don't play no games
Treat you no other way
Than you deserve
Cause you're the girl of my dreams
[Chorus:]
My prized possession, one and only
I adore ya, girl I want ya
The one I can't live without
That's you, that's you
You're my special little lady
The one that makes me crazy
Of all the girls I've ever known
It's you, it's you
Ohhh, ohhhh
I want you ohhhh
It's you, it's you
My favourite, my favourite, my favourite
My favourite girl. my favourite girl
Oh, ohhh"
139,My Worlds Acoustic (2010),My Worlds Acoustic,https://lyrics.az/justin-bieber/my-worlds-acoustic/my-worlds-acoustic.html,"Tracklist
1. One Time
2. Baby
3. One Less Lonely Girl
4. Down to Earth
5. U Smile
6. Stuck In the Moment



7. Favorite Girl (Live)
8. That Should Be Me
9. Never Say Never feat. Jaden Smith
10. Pray
Album Cover"
140,My Worlds Acoustic (2010),Never Say Never,https://lyrics.az/justin-bieber/my-worlds-acoustic/never-say-never.html,"Never say never (never never never)
You see I never thought that I could walk through fire (aye)
I never thought that I could take the burn
I never had the strength to take it higher
Until I reach the point of no return
And there's just no turnin' back
When your heart's under attack
Gonna give everything I have
It's my destiny
I will never say never (I will fight)
I will fight till forever (make it right)
Whenever you knock me down
I will not stay on the ground
Pick it up, pick it up
Pick it up, pick it up (up up up)
And never say never (ne-never say never)
(Ne-never say never)
(Ne-never say never)
Never say it, never, never say it
I never thought that I could feel this power (aye)
I never thought that I could feel this free
I'm strong enough to climb the highest tower
And I'm fast enough to run across the sea (oh)
'Cause there's just no turnin' back
When your heart's under attack
Gonna give everything I have
'Cause this is my destiny
I will never say never (I will fight)
I will fight till forever (make it right)
Whenever you knock me down
I will not stay on the ground
Pick it up, pick it up
Pick it up, pick it up (up up up)
And never say never
Here we go
Guess who?
J-Smith and J-B!
I gotcha lil' bro
I can handle him
Hold up, aight?



I can handle him
Now he's bigger than me
Taller than me
And he's older than me
And stronger than me
And his arms a little bit longer than me
But he ain't on a J-B song with me
I be trying to chill
They try to sour the thrill
No pun intended, was raised by the power of will
Like Luke with the force, if push comes to shove
Like Kobe in the fourth, ice water with blood (lets go)
I gotta be the best, and yes
We're the fliest
Like David and Goliath,
I conquered the giant
So now I got the world in my hand,
I was born from two stars
So the moon is where I land
(I'm gone)
Yeah
I will never say never (I will fight)
I will fight till forever (make it right)
Whenever you knock me down
I will not stay on the ground
Pick it up, pick it up
Pick it up, pick it up (up up up)
And never say never
Never say never
I will never say never (never say never)
I will fight till forever (make it right)
Whenever you knock me down
I will not stay on the ground
Pick it up, pick it up
Pick it up, pick it up (up up up)
And never say never (ne-never say never, never say it)
(Ne-never say never, never say it)
(Ne-never say never, never say it)
And never say never (ne-never say never)
(Ne-never say never)
(Ne-never say never)
And never say never"
141,My Worlds Acoustic (2010),Never Say Never (Acoustic),https://lyrics.az/justin-bieber/my-worlds-acoustic/never-say-never-acoustic.html,"[Intro: Justin Bieber]
Never say never, yeah yeah
[Verse 1: Justin Bieber]
See I never thought that I could walk through fire
I never thought that I could take the burn
I never had the strength to take it higher
Until I reached the point of no return
[Pre-Chorus: Justin Bieber]
And there's just no turning back
When your heart's under attack
Gonna give everything I have
It's my destiny
[Chorus: Justin Bieber]
I will never say never, I will fight
I will fight 'til forever, to make it right
Whenever you knock me down, I will not stay on the ground
Pick it up, pick it up, pick it up, pick it up up up and never say never
Never say never
Never say never
Never say never
[Verse 2: Justin Bieber]
I never thought I could feel this power
I never thought that I could feel this free
I'm strong enough to climb the highest tower
And I'm fast enough to run across the sea
[Pre-Chorus: Justin Bieber]
'Cause there's just no turning back, oh no
When your heart's under attack, oh no
Gonna give everything I have
'Cause this is my destiny
[Chorus: Justin Bieber]
I will never say never, I will fight
I will fight 'til forever, to make it right
Whenever you knock me down
I will not stay on the ground
Pick it up, pick it up, pick it up, pick it up up up
And never say never
[Verse 3: Jaden Smith]
Here we go, guess who?
J Smith and JB, uh huh
I gotcha lil bro, I can handle them



Hold up, aight? I can handle them
Now he's bigger than me, taller than me
And he's older than me and stronger than me
And his arms a little bit longer than me
But he ain't on a JB song with me
I be tryna chill, they be trying to sour the thrill
No pun intended, was raised by the power of Will
Like Luke with the Force, if push comes to shove
Like Kobe in the 4th, ice water with blood, swish
I gotta be the best, and yes, we're the flyest
Like David and Goliath, I conquered the giant
So now I got the world in my hand
I was born from two stars, so the moon's where I land, I'm gone
[Chorus: Justin Bieber & Jaden Smith]
I will never say never, I will fight
I will fight 'til forever, to make it right
Whenever you knock me down
I will not stay on the ground
Pick it up, pick it up, pick it up, pick it up up up
And never say never
Never say never
Never say never
Whenever you knock me down
I will not stay on the ground
Pick it up, pick it up, pick it up, pick it up up up and never say never
[Outro: Justin Bieber & Jaden Smith]
Never say never, never say never (never say it)
Never say never and never say never (never say it)
Never say never, never say never (never say it)
And never say never
Never say never and never say never (never say it)
Never say never and never say never (never say it)
Never say never and never say never
And never say never"
142,My Worlds Acoustic (2010),One Less Lonely Girl (Acoustic Version),https://lyrics.az/justin-bieber/my-worlds-acoustic/one-less-lonely-girl-acoustic-version.html,"[Intro]
One less lonely girl, one less lonely girl
One less lonely girl, one less lonely girl
[Verse 1]
How many I told you's and start overs and shoulders have you cried on before?
How many promises? Be honest girl, how many tears you let hit the floor?
How many bags you packed just to take 'em back tell me that? How many either or's?
But no more, if you let me inside of your world there'll be the one less lonely girl
[Pre-Chorus]
Oh no, saw so many pretty faces, now all I see is you
Oh no, don't need these other pretty faces
Cause when you're mine in the world
There's gonna be one less lonely girl
[Chorus]
One less lonely girl, one less lonely girl
One less lonely girl, there's gonna be one less lonely girl
I'm gonna put you first, I'll show you what you're worth
If you let me inside your world, there's gonna be one less lonely girl
[Verse 2]
Christmas wasn't merry, 14th of February, not one of 'em spent with you
How many dinner dates, set dinner plates and he didn't even touch his food?
How many torn photographs are you taping back? Tell me that, couldn't see an open door



But no more, if you let me inside of your world, there'll be one less lonely girl
[Pre-Chorus]
[Chorus]
One less lonely girl, one less lonely girl
One less lonely girl
I'm gonna put you first, I'll show you what you're worth
If you let me inside your world, there's gonna be one less lonely girl
[Bridge]
I can fix up your broken heart, I can give you a brand new start
I can make you believe, I just wanna set one girl free to fall
She's free to fall with me, her hearts locked and know what, I got the key
I'll take her and leave the world with one less lonely girl, one less lonely girl
[Chorus]
One less lonely girl, one less lonely girl
One less lonely girl, there's gonna be one less lonely girl
I'm gonna put you first, I'll show you what you're worth
If you let me inside your world
One less lonely girl, one less lonely girl
One less lonely girl
I'm gonna put you first, I'll show you what you're worth
If you let me inside your world, there's gonna be one less lonely girl"
143,My Worlds Acoustic (2010),One Less Lonely Girl (Acoustic),https://lyrics.az/justin-bieber/my-worlds-acoustic/one-less-lonely-girl-acoustic.html,"[Intro]
One less lonely girl, one less lonely girl
One less lonely girl, one less lonely girl
[Verse 1]
How many I told you's and start overs and shoulders have you cried on before?
How many promises? Be honest girl, how many tears you let hit the floor?
How many bags you packed just to take 'em back tell me that? How many either or's?
But no more, if you let me inside of your world there'll be the one less lonely girl
[Pre-Chorus]
Oh no, saw so many pretty faces, now all I see is you
Oh no, don't need these other pretty faces
Cause when you're mine in the world
There's gonna be one less lonely girl
[Chorus]
One less lonely girl, one less lonely girl
One less lonely girl, there's gonna be one less lonely girl
I'm gonna put you first, I'll show you what you're worth
If you let me inside your world, there's gonna be one less lonely girl
[Verse 2]
Christmas wasn't merry, 14th of February, not one of 'em spent with you
How many dinner dates, set dinner plates and he didn't even touch his food?
How many torn photographs are you taping back? Tell me that, couldn't see an open door
But no more, if you let me inside of your world, there'll be one less lonely girl



[Pre-Chorus]
Oh no, saw so many pretty faces, now all I see is you
Oh no, don't need these other pretty faces
Cause when you're mine in the world
There's gonna be one less lonely girl
[Chorus]
One less lonely girl, one less lonely girl
One less lonely girl
I'm gonna put you first, I'll show you what you're worth
If you let me inside your world, there's gonna be one less lonely girl
[Bridge]
I can fix up your broken heart, I can give you a brand new start
I can make you believe, I just wanna set one girl free to fall
She's free to fall with me, her hearts locked and know what, I got the key
I'll take her and leave the world with one less lonely girl, one less lonely girl
[Chorus]
One less lonely girl, one less lonely girl
One less lonely girl, there's gonna be one less lonely girl
I'm gonna put you first, I'll show you what you're worth
If you let me inside your world
One less lonely girl, one less lonely girl
One less lonely girl
I'm gonna put you first, I'll show you what you're worth
If you let me inside your world, there's gonna be one less lonely girl"
144,My Worlds Acoustic (2010),One Time,https://lyrics.az/justin-bieber/my-worlds-acoustic/one-time.html,"Me plus you, I'm a tell you one time
Me plus you, I'm a tell you one time
Me plus you, I'm a tell you one time
One time
One time
When I met you girl my heart went knock knock knock
Now them bu*terflies in my stomach won't stop stop
And even though it's a struggle love is all we got
So we gonna keep keep climbin' till the mountain top
Your world is my world
And my fight is your fight
My breath is your breath
And your heart(is my heart)
Your my one love
My one heart
My one life for sure
Let me tell you one time (girl I love, girl I love you)
I'm a tell you one time (girl I love, girl I love you)
And I'm a be your one guy
You'll be my number one girl always makin' time for you
I'ma tell you one time (girl I love, girl I love you)
I'ma tell you one time (girl I love, girl I love you)
You look so deep
You know that it humbles me
Your by my side and what troubles them don't trouble me
Many have called but the chosen is you
Whatever you want shawty I'll give it to you
Your world is my world
And my fight is your fight
My breath is your breath
And your heart (is my heart)



Your my one love
My one heart
My one life for sure
Let me tell you one time (girl I love, girl I love you)
I'm a tell you one time (girl I love, girl I love you)
And I'm a be your one guy
You'll be my number one girl always makin' time for you
I'ma tell you one time (girl I love, girl I love you)
I'ma tell you one time (girl I love, girl I love you)
Shawty right there
She's got everything I need and I'm a tell her one time
One time, one time
Give you everything you need down to my last dime
She makes me happy
I know where I'll be
Right by your side 'cause she is the one
For me
You're my one love
My one heart
My one life for sure
Let me tell you one time (girl I love, girl I love you)
I'm a tell you one time (girl I love, girl I love you)
And I'm a be your one guy
You'll be my number one girl always makin' time for you
I'm a me tell you one time (girl I love, girl I love you)
I'm a tell you one time (girl I love, girl I love you)
Me plus you, I'm a tell you one time
Me plus you, I'm a tell you one time
Me plus you, I'm a tell you one time
One time
One time"
145,My Worlds Acoustic (2010),One Time (Acoustic Version),https://lyrics.az/justin-bieber/my-worlds-acoustic/one-time-acoustic-version.html,"[Intro]
Ay ay ay ay ay ay ay, let's go
Me plus you I'mma tell you one time
I'mma tell you one time
I'mma tell you one time, one time
[Verse 1]
When I met you girl my heart went knock knock
Now them bu*terflies in my stomach won't stop stop
Even though it's a struggle love is all we got
So we gon' keep keep climbing 'til the mountain top
[Pre-Chorus]
Your world is my world
And my fight is your fight
My breath is your breath
When you're hurt
[Chorus]
Cause girl you're my one love
My one heart, my one life for sure
Let me tell you one time, girl I love, girl I love you
I'mma tell you one time, girl I love, girl I love you
And I'mma be your number one guy
You'll be my number one girl, always making time for you
I'mma tell you one time, girl I love, girl I love you
I'mma tell you one time, girl I love, girl I love you
[Verse 2]



You love's so deep, you know that it humbles me
You're by my side, them troubles them not trouble me
Many have called but the chosen is you
Whatever you want shawty I'll give it to you
[Pre-Chorus]
Your world is my world
And my fight is your fight
And my breath is your breath
When you're hurt
[Chorus]
[Bridge]
And shawty right there, she's got everything I need and I'mma tell her one time
One time, one time, give you everything you need, down to my last dime
She makes me happy, I know where I'll be
Right by your side cause she is the one for me, yeah
[Chorus]
Let me tell you one time, girl I love, girl I love you
Girl I love, girl I love you
I'mma be your number one guy
You'll be my number one girl, always making time for you
I'mma tell you one time, girl I love, girl I love you
Girl I love, girl I love you"
